name,Eligibility,Region,Deadline,Award,Description,Email,Contact Number,link,category,Links,contactDetails
Delhi University Vice Chancellor Internship Scheme 2023,Undergraduate and Postgraduate level students,India,Always Open,"Up to ₹10,000 per month and a certificate","Delhi University Vice Chancellor Internship Scheme 2022is an opportunity offered by the University of Delhi to undergraduate and postgraduate level students. There are two kinds of Internships under this scheme:InternshipSummer InternshipThe total proposed number of interns in both categories is 200. The number may periodically be changed after review and recommendation by the Dean of Students' Welfare subject to the approval of the Vice Chancellor, University of Delhi.The objective of this internship is to -allow young students to be associated with the university's work for mutual benefitexpose university students to the several departments/centres/ institutes existing within the University of Delhiinfuse in interns a sense of belongingness with the University systemconnect students of the University of Delhi to their local community and give them real-world experiencestrain students in collecting/streamlining documents and collating available data/resourcesinculcate professional aptitude, strengthen personal character, and provide a more significant opportunity for students to broaden their mental horizonsgive students the broadest spectrum of opportunities when seeking and applying for a job after collegeThe selected candidates will receive up to ₹10,000 per month and a certificate.Source:Dean Students' Welfare, University of Delhi",Null,Null,https://dsw.du.ac.in/index.php,mixed,"{'Apply online link': 'https://docs.google.com/forms/d/e/1FAIpQLSeQ99gz_t1pCy6_tFxXxdK4RUqQVofuGKWKV-zX2DutifwDlg/viewform', 'Original website': 'https://dsw.du.ac.in/index.php', 'Latest scholarship link': 'https://drive.google.com/file/d/1qVIgJYJoHmeZMQftxKS9noNddsDmc8NN/view'}","University of Delhi
North Campus, Delhi - 110007"
Prime Minister's Fellowship Scheme for Doctoral Research 2023,Full-time Ph.D. scholars,India,Always Open,"₹10,41,000 per annum","Prime Minister's Fellowship Scheme for Doctoral Research 2023 is an opportunity offered by the Science & Engineering Research Board (SERB), Department of Science and Technology, Government of India and Confederation of Indian Industry (CII). The fellowship supports full-time Ph.D. scholars with an amount of up to INR 10,41,000 annually for each candidate who is researching in the areas of Science/Technology/Engineering/Agriculture/Medicine. Through this public-private partnership, Ph.D. scholars are getting the opportunity to receive financial support for a maximum period of four years.Source:SERB-CII Prime Minister's Fellowship Scheme for Doctoral Research",pm.scheme@cii.in,911124626149,https://www.primeministerfellowshipscheme.in/,monetary,"{'Original website': 'https://www.primeministerfellowshipscheme.in/', 'Apply online link': 'https://www.primeministerfellowshipscheme.in/'}","Confederation of Indian Industry
5th Floor, Mantosh Sondhi Center 23,
Institutional Area, Lodi Road,
New Delhi - 110003, India
Telephone -
911124626149 |
Email id -
pm.scheme@cii.in/ ravi.hira@cii.in/ Subhajit.poddar@cii.in"
Madhya Pradesh Khiladi Protsahan Yojana (MPKPY) 2023,Ward of registered construction workers,India,Always Open,"Up to INR 50,000 and other benefits (one-time)","Madhya Pradesh Khiladi Protsahan Yojana (MPKPY) 2023 is an opportunity offered by the Government of Madhya Pradesh to provide financial assistance to construction workers and their family members who have excelled in sports. The scheme was launched in 2014 and is implemented by the Madhya Pradesh Building and Other Construction Workers Welfare Board. The selected candidates will receive one-time financial assistance of up to ₹ 50,000.",youthportalpmu@gmail.com,Null,https://yuvaportal.mp.gov.in/index.php?/schemes/view/dno3ZnBId0F5ckt1ODRoeVh5akV4Zz09,monetary,"{'Others': 'https://yuvaportal.mp.gov.in/', 'Apply online link': 'https://yuvaportal.mp.gov.in/index.php?/schemes/view/dno3ZnBId0F5ckt1ODRoeVh5akV4Zz09'}","Government of Madhya Pradesh
Email ID
- youthportalpmu@gmail.com"
SERB Ramanujan Fellowship 2023,Scientists and Engineers below 40 years of age,India,Always Open,A monthly fellowship of INR 1.35 lakh and other benefits,"SERB Ramanujan Fellowship 2023 is an opportunity offered by Science and Engineering Research Board (SERB) to Indian scientists and engineers from outside India to take up scientific research positions in India, those Indian scientists/engineers who want to return to India from abroad.The Ramanujan Fellows can work in any of the scientific institutions and universities in the country and they would be eligible for receiving regular research grants through the extramural funding schemes of various S&T agencies of the Government of India.The selected candidates will receive a monthly fellowship of INR 1.35 lakh (consolidated including HRA). In addition, the candidates a research grant of Rs.7.00 lakh per annum (for consumables, travel, research personnel and contingencies etc.) and INR 60,000 per annum as overhead charges.",info@serbonline.in,Null,https://serbonline.in/SERB/HomePage,monetary,"{'Original website': 'https://serbonline.in/SERB/HomePage', 'Apply online link': 'https://www.serbonline.in/SERB/Ramanujan_fellowship?HomePage=New', 'click here.': 'https://serbonline.in/SERB/Ramanujan_fellowship?HomePage=New'}","Science and Engineering Research Board (SERB)
5 & 5A, Lower Ground Floor,
Vasant Square Mall,
Sector-B, Pocket-5, Vasant Kunj,
New Delhi - 110 070
Email ID:
info@serbonline.in |
Contact Number:
(011)–40000310"
MANAGE Internship Program 2023,Ph.D. or Postgraduate students,India,Always Open,"Up to INR 35,000 per month","MANAGE Internship Program 2022 is an initiative of the National Institute of Agricultural Extension Management (MANAGE), Hyderabad for Ph.D or postgraduate students. The interns get an opportunity to learn recent advances in agricultural extension management, gain valuable applied experience, develop professional dynamism and network among the agricultural extension stakeholders. The selected candidates will receive up to ₹35,000 per month.Source:National Institute of Agricultural Extension Management (MANAGE)",bvrao@manage.gov.in,9848308114,https://www.manage.gov.in/internship/internship.asp,monetary,"{'Latest scholarship link': 'https://www.manage.gov.in/internship/internship.jpg', 'Apply online link': 'https://www.manage.gov.in/internship/internship.asp'}","National Institute of Agricultural Extension Management (MANAGE), Hyderabad
Manage Rd, Police Quaters, Rajendranagar Mandal,
Hyderabad, Telangana - 500030
Email ID - bvrao@manage.gov.in, dgmanage@manage.gov.in
Contact Number - 9848308114"
SERB - POWER Research Grants 2023,Women Researchers,India,Always Open,"Up to INR 60,00,000 for three years","SERB - POWER Research Grants 2023 is a research opportunity offered by the Science & Engineering Research Board (SERB) to women researchers. This scheme aims to encourage emerging and eminent women researchers for an individual-centric and competitive mode of research funding to undertake R&D activities in frontier areas of Science and Engineering. The selected fellows will receive grants up to INR 60,00,000 for three years.Source:Science & Engineering Research Board (SERB)",Null,Null,https://serbonline.in/SERB/HomePage,monetary,"{'Latest scholarship link': 'https://www.serbonline.in/SERB/serbPowerInstructions', 'Original website': 'https://serbonline.in/SERB/HomePage', 'Apply online link': 'https://serbonline.in/SERB/Sure'}","Science and Engineering Research Board (SERB)
3rd & 4th Floor, Block II, Technology Bhavan
New Mehrauli Road, New Delhi -110016"
Prime Minister's Fellowship Scheme for Doctoral Research 2023,Full-time Ph.D. scholars,India,Always Open,"₹10,41,000 per annum","Prime Minister's Fellowship Scheme for Doctoral Research 2023 is an opportunity offered by the Science & Engineering Research Board (SERB), Department of Science and Technology, Government of India and Confederation of Indian Industry (CII). The fellowship supports full-time Ph.D. scholars with an amount of up to INR 10,41,000 annually for each candidate who is researching in the areas of Science/Technology/Engineering/Agriculture/Medicine. Through this public-private partnership, Ph.D. scholars are getting the opportunity to receive financial support for a maximum period of four years.Source:SERB-CII Prime Minister's Fellowship Scheme for Doctoral Research",pm.scheme@cii.in,911124626149,https://www.primeministerfellowshipscheme.in/,monetary,"{'Original website': 'https://www.primeministerfellowshipscheme.in/', 'Apply online link': 'https://www.primeministerfellowshipscheme.in/'}","Confederation of Indian Industry
5th Floor, Mantosh Sondhi Center 23,
Institutional Area, Lodi Road,
New Delhi - 110003, India
Telephone -
911124626149 |
Email id -
pm.scheme@cii.in/ ravi.hira@cii.in/ Subhajit.poddar@cii.in"
DA-IICT Gandhinagar Post-Doctoral Fellowship 2021,PhD degree holders,India,Always Open,"Up to INR 75,000 per month","Dhirubhai Ambani Institute of Information and Communication Technology invites applications for DA-IICT Gandhinagar Post-Doctoral Fellowship 2021 from PhD degree holders. The post-doctoral fellowships are not intended for PhD graduates of DAIICT. The selected candidate will receive a consolidated salary ofup to INR  75,000 per month and travel and contingency support up to INR 1 lakh per year.",info@daiict.ac.in,Null,https://www.daiict.ac.in/index.php/postdoctoral-openings,monetary,"{'Others': 'https://www.daiict.ac.in/', 'Apply online link': 'https://www.daiict.ac.in/index.php/postdoctoral-openings'}","Dhirubhai Ambani Institute of Information and Communication Technology
Email: info@daiict.ac.in"
HCRI Post Doctoral Fellowships in Mathematics 2020-21,PhD degree holders,India,Always Open,Opportunity to work with members of Mathematics in diverse areas,"HCRI Post Doctoral Fellowships in Mathematics 2020-21 is an initiative to allow PhD holders to pursue their Post Doctoral studies in Mathematics with an objective to provide them with an opportunity to work with members of Mathematics group in diverse areas including Cryptography, Number Theory, Group Theory, Mathematical Physics, Harmonic Analysis, Algebraic Geometry and Representation Theory.",Null,0532-2569509,http://www.hri.res.in,monetary,"{'Apply online link': 'http://www.hri.res.in/academics/mathematics/pdf-fellowships/', 'Original website': 'http://www.hri.res.in', 'Latest scholarship link': 'http://www.hri.res.in/academics/mathematics/pdf-fellowships/'}","Director/Registrar
Harish-Chandra Research Institute
Chhatnag road Jhunsi
Allahabad- 211019 Uttar Pradesh
Tel- 0532-2569509, 2569318"
Boehringer Ingelheim Fonds PhD Fellowship 2020,PhD applicants,Germany,Always Open,"Monthly allowance of EUR 1,550 and other benefits",TheBoehringer Ingelheim Fondsinvites applications forPhD Fellowship 2020from European and non-European candidates. The fellowship is for outstanding junior scientists who want to pursue biomedical research and attain a PhD. The selected scholars have the opportunity to win variable awards.,secretariat@bifonds.de,"46-48
55116",https://www.bifonds.de/homepage.html,other,"{'Ask question': 'https://www.bifonds.de/fellowships-grants/phd-fellowships/faqs.html', 'Original website': 'https://www.bifonds.de/homepage.html', 'Latest scholarship link': 'https://www.bifonds.de/fellowships-grants/phd-fellowships.html', 'Apply online link': 'https://phd-application.bifonds.de/cgi-bin/onlineapplication/index.pl'}","Boehringer Ingelheim Fonds
Foundation for Basic Research in Medicine
Schusterstr. 46-48
55116 Mainz
Germany
Phone: +49 (0)6131 2750 80
Email: secretariat@bifonds.de"
National Brain Research Centre Post Doctoral Fellowship 2020,PhD degree holders,India,Always Open,"Fellowship up to INR 54,000","National Brain Research Centre, Manesar, Haryana invites applications for National Brain Research Centre Post Doctoral Fellowship 2020 from PhD degree holders. The fellowship provides research opportunities for candidates with a PhD degree interested in the general area of Neuroscience. The selected fellows will receive an emolument of up to INR 54,000.",Null,Null,http://www.nbrc.ac.in/newweb/,monetary,"{'Latest scholarship link': 'http://www.nbrc.ac.in/newweb/post-doctoral-fellows', 'Apply online link': 'http://www.nbrc.ac.in/newweb/wp-content/uploads/2015/06/RA-form.pdf', 'Original website': 'http://www.nbrc.ac.in/newweb/'}","National Brain Research Centre
NH-8, Manesar, Gurgaon,
Haryana-122 052, India
Phone no: +91 - 124 – 2845 200"
The Institute of Mathematical Sciences Post Doctoral Fellowships (PDF) 2020,PhD applicants,India,Always Open,"Up to INR 40,000 per month and other benefits","The Institute of Mathematical Sciences, Chennai invites applications for The Institute of Mathematical Sciences Post Doctoral Fellowships (PDF) 2020 from PhD students. The fellowship is open in all areas of Theoretical Physics, Mathematics, Theoretical Computer Science and Computational Biology, but particularly in those of interest to faculty members. The selected fellows will receive a consolidated fellowship of up to INR 40,000 per month and a contingency grant of INR 32,000 per year.",Null,91-44-22543100,https://www.imsc.res.in/,monetary,"{'Original website': 'https://www.imsc.res.in/', 'Latest scholarship link': 'https://www.imsc.res.in/~office/circulars/rulesPDF.pdf', 'Apply online link': 'https://www.imsc.res.in/post_doctoral_programme'}","The Institute of Mathematical Sciences
IV Cross Road, CIT Campus, Taramani
Chennai 600 113
Tamil Nadu, India.
Phone: 91-44-22543100
Fax: 91-44-22541586"
A Neumann & Associates (ANA) Annual Scholarship Program 2020,Graduates Students,United States,Always Open,"Up to USD 1,000","A Neumann & Associates, LLC invites applications for ‘A Neumann & Associates (ANA) Annual Scholarship Program 2020’ from the students who wish to pursue a career in business. The aim of the scholarship is to support outstanding students. Recipients will get an annual benefit of up to USD 1,000.",info@neumannassociates.com,Null,https://www.neumannassociates.com/,monetary,"{'Latest scholarship link': 'https://www.neumannassociates.com/ana-annual-scholarship.cfm', 'Original website': 'https://www.neumannassociates.com/'}","A Neumann & Associates, LLC
PO Box 500. 84 First Ave,
Atlantic Highlands, NJ 07716
Phone: (732) 872-6777
Email: info@neumannassociates.com"
George Brown College Funded Certificate Scholarships,Postgraduate students,Canada,Always Open,"Up to CAD 2,000","George Brown College, Canada invites applications for George Brown College Funded Certificate Scholarships from international students pursuing full-time post-secondary certificate course or post graduate certificate programmes at the university. The scholarship aims to award the eligible returning students and encourage them for their higher studies at the university.",awards@georgebrown.ca,Null,https://stuview.georgebrown.ca/,other,"{'Apply online link': 'https://stuview.georgebrown.ca/', 'Latest scholarship link': 'https://www.georgebrown.ca/international/currentstudents/scholarships/'}",Email: awards@georgebrown.ca
"Research School of Finance, Actuarial Studies and Statistics India High Achievers Scholarship",Undergraduate and postgraduate applicants,Australia,Always Open,"AUD 10,000 per year","Australian National University (ANU)invites applications for Research School of Finance, Actuarial Studies and Statistics India High Achievers Scholarship 2020 from undergraduate and postgraduate applicants from India. The scholarship aims to attract high achieving students from India to pursue studies in the field of Finance, Statistics, Applied Science, Actuarial Studies, and Actuarial Practice at the University. The selected scholars will receive AUD 10,000 per annum for their study program duration.",scholarships.cbe@anu.edu.au,+61 1800 620 032,https://www.anu.edu.au,other,"{'here': 'https://www.anu.edu.au/files/financial-support-option/RSFAS%20India%20High%20Achievers%20Scholarship%20%289762017%29.pdf', 'Others': 'https://www.anu.edu.au/files/financial-support-option/RSFAS%20India%20High%20Achievers%20Scholarship%20%289762017%29.pdf', 'Latest scholarship link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/research-school-of-finance-actuarial-studies-and-statistics-0', 'Original website': 'https://www.anu.edu.au'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 1800 620 032, +61 2 6125 7257
Email: scholarships.cbe@anu.edu.au"
ANU College of Law International Excellence Scholarship,LLM degree applicants,Australia,Always Open,"AUD 20,000 per annum","Australian National University (ANU) invites applications for ANU College of Law International Excellence Scholarship from international students who have made an application for admission to the Master of Laws (LLM) program at the ANU College of Law. The goal of this scholarship is to support the postgraduate education of meritorious law students. Selected students will receive AUD 20,000 per year.",enquiries.law@anu.edu.au,+61 2 6125 3483,https://www.anu.edu.au/,other,"{'click here': 'https://www.anu.edu.au/files/financial-support-option/ANU%20College%20of%20Law%20International%20Excellence%20Scholarship%2022a2019%20-%20website.pdf', 'Apply online link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-college-of-law-international-excellence-scholarship', 'Latest scholarship link': 'https://www.anu.edu.au/files/financial-support-option/ANU%20College%20of%20Law%20International%20Excellence%20Scholarship%2072020%20-%20website.pdf', 'Original website': 'https://www.anu.edu.au/'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 2 6125 3483
Email: enquiries.law@anu.edu.au"
UniSA International Merit Scholarship,Undergraduate and postgraduate degree applicants,Australia,Always Open,25% tuition fee reduction,University of South Australia (UniSA) invites applications for International Merit Scholarship from undergraduate and postgraduate applicants. The scholarship aims to support international students who want to pursue their undergraduate or postgraduate studies at UniSA. Selected students will receive 25% tuition fees reduction for their first year of study for up to two semesters or eight courses.,Null,+61 8 8302 0114,https://international.unisa.edu.au,tuition_waiver,"{'click here': 'https://international.unisa.edu.au/scholarships-and-sponsorships/international-merit-scholarship/', 'Latest scholarship link': 'https://international.unisa.edu.au/scholarships-and-sponsorships/international-merit-scholarship/', 'Original website': 'https://international.unisa.edu.au'}","UniSA International University of South Australia,
GPO Box 2471, Adelaide, South Australia 5001, Australia
Phone: +61 8 8302 0114"
ANU College of Business and Economics International Partnership Scholarship,Undergraduate applicants,Australia,Always Open,"AUD 10,000 per annum","Australian National University invites applications for ANU College of Business & Economics International Partnership Scholarship from students enrolling/currently studying in an undergraduate program at the ANU College of Business and Economics. The purpose of this scholarship is to support diversity, continue engagement with the recognised partner institutions of ANU and to strengthen educational outcomes for students. Selected students will receive AUD 10,000 per annum.",scholarships.cbe@anu.edu.au,+61 1800 620 032,https://www.anu.edu.au,other,"{'click here': 'https://www.anu.edu.au/files/financial-support-option/CBE%20International%20Partnership%20Scholarship%20524a2018.pdf', 'Others': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship', 'Latest scholarship link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-college-of-business-economics-international-partnership', 'Original website': 'https://www.anu.edu.au'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 1800 620 032, +61 2 6125 7257
Email:
scholarships.cbe@anu.edu.au"
UTS Science International Undergraduate Scholarship for Excellence,Undergraduate degree applicants,Australia,Always Open,"AUD 5,000","UTS, Australia invites applications for UTS Science International Undergraduate Scholarship for Excellence from undergraduate applicants in the Faculty of Science. The purpose of this scholarship is to attract meritorious students to enrol in science undergraduate program at UTS Faculty of Science. Selected students will receive AUD 5,000 towards their first session tuition fees.",Julia.Shelley@uts.edu.au,+61 9514 7561,https://www.uts.edu.au,other,"{'click here': 'https://www.uts.edu.au/sites/default/files/scholarship-attachments/322981_%24S1_RSPRWD_2018%20SCI_IntUGScholarshipForExcellence_CoA_PUBLISHED.pdf', 'Latest scholarship link': 'https://www.uts.edu.au/scholarship/uts-science-international-undergraduate-scholarship-excellence', 'Original website': 'https://www.uts.edu.au'}","Julia Shelley
International Development Manager
Faculty of Science
Phone: +61 9514 7561
Email: Julia.Shelley@uts.edu.au"
UTS Undergraduate Academic Excellence Scholarship,Undergraduate degree applicants,Australia,Always Open,"AUD 10,000 towards tuition fees","UTS, Australia invites applications for Undergraduate Academic Excellence Scholarship from undergraduate applicants. The purpose of this scholarship is to attract meritorious students to enrol in an undergraduate program at UTS in Sydney. Selected students will receive a benefit of AUD 10,000 towards the first year of their tuition fees.",international.applications@uts.edu.au,+61 2 9514 1531,https://www.uts.edu.au,tuition_waiver,"{'click here': 'https://www.uts.edu.au/sites/default/files/2019-06/CoA%20UG%20Academic%20Excellence%20Scholarship%20v1.01_PUBLISHED.pdf', 'Original website': 'https://www.uts.edu.au', 'Latest scholarship link': 'https://www.uts.edu.au/scholarship/undergraduate-academic-excellence-scholarship'}","UTS International
Phone: +61 2 9514 1531
Email: international.applications@uts.edu.au, reps@uts.edu.au"
ANU College of Business and Economics India Excellence Scholarship,Undergraduate and postgraduate applicants,Australia,Always Open,"AUD 10,000 per annum","Australian National University (ANU) invites applications for ANU College of Business & Economics International Excellence Scholarship from undergraduate and postgraduate applicants. The purpose of this scholarship is to support diversity and to strengthen educational outcomes for students in terms of preparation for further study/employment and skills development. Selected students will receive a benefit of AUD 10,000 per annum.",scholarships.cbe@anu.edu.au,+61 1800 620 032,https://www.anu.edu.au,other,"{'link': 'https://www.anu.edu.au/files/financial-support-option/CBE%20India%20Excellence%20Scholarship%205202018.pdf', 'Latest scholarship link': 'https://www.anu.edu.au/study/scholarships/find-a-scholarship/anu-college-of-business-economics-international-partnership', 'Others': 'https://www.anu.edu.au/files/financial-support-option/CBE%20International%20Partnership%20Scholarship%20524a2018.pdf', 'Original website': 'https://www.anu.edu.au'}","The Australian National University
Canberra ACT 2600 Australia
Phone: +61 1800 620 032, +61 2 6125 7257
Email:
scholarships.cbe@anu.edu.au"
"PhD Excellent Scholarship, Walailak University",PhD applicants,Thailand,Always Open,Full tuition fee waiver,"Walailak University, Thailand invites applications for PhD Excellent Scholarship (PE Scholarship) from students applying to a three-year and four-year PhD program at Walailak University. Selected candidates will be able to receive a full tuition fee waiver for their PhD programs at the university.",grad.walailak@gmail.com,+66-7567-3000,https://grad.wu.ac.th,tuition_waiver,"{'Apply online link': 'https://grad.wu.ac.th/apply-now/', 'Latest scholarship link': 'https://grad.wu.ac.th/scholarships-and-research-funding/', 'Original website': 'https://grad.wu.ac.th'}","College of Graduate Studies,
Walailak University 222 Thaiburi, Thasala district
Nakhon Si Thammarat, 80161
Thailand
Phone: +66-7567-3000 Ext. 4281, 4282
E-mail: grad.walailak@gmail.com"
TUMS School of Traditional Medicine Scholarship,PhD applicants,Iran,Always Open,"USD 4,643 per annum","Tehran University of Medical Sciences (TUMS) is inviting applications for TUMS School of Traditional Medicine Scholarship 2019 from PhD degree applicants in traditional medicine and pharmacy of traditional medicine. The selected scholars who are accepted for admission in the School of Traditional Medicine, Tehran University of Medical Sciences will get scholarship award of USD 4,643 per annum.",oia-ic@tums.ac.ir,1416753955,http://gsia.tums.ac.ir/en/login/menu/-2,monetary,"{'Apply online link': 'http://gsia.tums.ac.ir/en/login/menu/-2', 'Latest scholarship link': 'https://www.iefa.org/scholarships/2353/TUMS_School_of_Traditional_Medicine_Scholarship'}","Amin Rahmanzadeh
Number 21, Dameshgh St, Vali-e-Asr Ave.,
Tehran, Teh, 1416753955, Iran
(+98 21) 88 89 66 96
Email :oia-ic@tums.ac.ir"
"AIMS Postdoctoral Research Fellows Program, Rwanda",PhD degree holder in Mathematical Sciences,Rwanda,Always Open,"Financial support of up to CAD 32,000 per annum","African Institute of Mathematical Sciences (AIMS) is inviting prospective postdoctoral fellows who hold a PhD degree in any mathematical science discipline to apply forAIMS Postdoctoral Research Fellows Program, Rwanda 2019. Financial support of up toCAD 32,000per annum for a maximum duration of two years will be provided to the selected postdoctoral fellow.",AIMSPostdoc@nexteinstein.org,Null,https://docs.google.com/forms/d/e/1FAIpQLSefB-w_CNpyISHYhDF2SAFuP69EGlaf4xJQUqxJY8GNPAxndw/viewform,other,"{'Apply online link': 'https://docs.google.com/forms/d/e/1FAIpQLSefB-w_CNpyISHYhDF2SAFuP69EGlaf4xJQUqxJY8GNPAxndw/viewform', 'Latest scholarship link': 'https://nexteinstein.org/wp-content/uploads/2019/03/AIMS-AIMSPostdoc_Phase-I_Call_.pdf'}","District Gasabo, Secteur Kacyiru, Cellule Kamatamu
Rue KG590 ST, Kigali, Rwanda
Email: AIMSPostdoc@nexteinstein.org"
NCBS - BERI Early Career Award,Postdoctoral researchers,India,Always Open,"INR 60,000 per month","The NCBS - BERI (BioEngineering Research Initiative) Early Career Award invites applications from postdoctoral researchers. The key objective of the award is to facilitate interdisciplinary interaction between physicists, biologists, engineers, medical doctors and material scientists.",acadoffice@ncbs.res.in,Null,https://www.ncbs.res.in,monetary,"{'click here': 'https://www.ncbs.res.in/academic/postdoc-beri', 'Original website': 'https://www.ncbs.res.in', 'Apply online link': 'https://www.ncbs.res.in/academic/postdoc-beri'}","Email
- acadoffice@ncbs.res.in, thattai@ncbs.res.in"
Dr. D. S. Kothari Postdoctoral Fellowship Scheme,PhD holders up to 35 years of age,India,Always Open,Variable Awards,"Dr. D. S. Kothari Postdoctoral Fellowship (DSKPDF) Scheme is open for full-time research work, predominantly to young researchers preferably below 35 years of age who have received their Ph. D. degree or have submitted their Ph. D. thesis.",dskpdf@unipune.ac.in,Null,http://ugcdskpdf.unipune.ac.in/BasicForm.php,other,"{'Latest scholarship link': 'http://ugcdskpdf.unipune.ac.in/eligability.html', 'Apply online link': 'http://ugcdskpdf.unipune.ac.in/BasicForm.php', 'click here': 'http://ugcdskpdf.unipune.ac.in/FrequentlyAskedQuestions.php'}","The National Coordinator,
Dr. D.S. Kothari Postdoctoral Fellowship Cell,
C/o Interdisciplinary School of Scientific Computing
Savitribai Phule Pune University
Ganeshkhind Post Office
Pune 411 007, India
Phone No: (020) 25601406
Email ID: dskpdf@unipune.ac.in"
Newcastle University and Commonwealth Government Scholarships 2020-21,M.Phil or PhD degree applicants,Australia,Always Open,"AUD 27,596 per annum & other benefits","The University of Newcastle invites applications for its Research Training Program (RTP), 2020-21 from students with Bachelor’s degree. The Research Scholarships or the Commonwealth Department of Education scholarships aim to support graduates to pursue Master’s Degree Research and Research Doctorate to build careers in academia. The selected candidates will receive an annual living allowance of AUD 27,596 per annum and other benefits.",Research-Admissions@newcastle.edu.au,+61 2 4921 6537,https://www.newcastle.edu.au,other,"{'Original website': 'https://www.newcastle.edu.au', 'Apply online link': 'https://www.newcastle.edu.au/research-and-innovation/graduate-research/future-students/apply-now', 'Latest scholarship link': 'https://www.newcastle.edu.au/research-and-innovation/graduate-research/future-students/scholarships'}","Office of Graduate Studies
CH234, The Chancellery
The University of Newcastle (UON)
Callaghan NSW 2308
Australia
Telephone:
+61 2 4921 6537
Email:
Research-Admissions@newcastle.edu.au"
The McGraw Fellowship for Business Journalism 2020,Journalists with at least 5 years of work experience,United States,Always Open,"Up to USD 15,000","The Harold W. McGraw, Jr. Center for Business Journalism, an initiative of the Craig Newmark Graduate School of Journalism at the City University of New York invites applications for The McGraw Fellowship for Business Journalism 2020 from experienced journalists. The aim of this fellowship is to support high-impact, ambitious coverage of critical issues related to the global economy, finance and business. Selected fellows will receive grants of up to USD 15,000.",mcgrawcenter@journalism.cuny.edu,Null,https://www.mcgrawcenter.org/,monetary,"{'Latest scholarship link': 'https://www.mcgrawcenter.org/the-harold-w-mcgraw-jr-business-journalism-fellowships/', 'Original website': 'https://www.mcgrawcenter.org/', 'Apply online link': 'https://www.mcgrawcenter.org/the-harold-w-mcgraw-jr-business-journalism-fellowships/application-form/'}","City University of New York
219 W. 40th Street
New York, NY 10018
Phone: (646) 758-7781
Email: mcgrawcenter@journalism.cuny.edu"
BOLC Distance Learning Scholarship,"Class 12 passed, 16 years of age or above",United Kingdom,Always Open,Up to 460 Pound,"BOLC Distance Learning Scholarships is a distance learning scholarship for graduate students across the world. Under this scholarship scheme, students are assessed on their current academic background and future potential.",admissions@bolc.co.uk,+44 292 0026 229,http://www.bolc.co.uk/BOLC-Scholarships.HTML,other,"{'Apply online link': 'http://www.bolc.co.uk/BOLC-Scholarships.HTML', 'Latest scholarship link': 'http://www.bolc.co.uk/bolc-faq'}","Brentwood Open Learning College,
3 Oswin Road, Brailsford Industrial Estate Braunstone Leicester,
LE3 1HR, United Kingdom.
Phone: +44 292 0026 229,
Email: admissions@bolc.co.uk, info@bolc.co.uk"
Medley Pharma Scholarship,Students of class 10 onwards,India,Always Open,Cash awards,"Medley Pharma Scholarship invites applications from students of class 10 onwards. The key objective of the scholarship is to eradicate illiteracy and provide scholarship opportunities to students who are unable to meet the expenses of education. Under this scheme, financial assistance will be provided to needy students regardless of their caste, creed, religion and gender.",Null,Null,http://www.medleylab.com/csr/csr.html,other,"{'Apply online link': 'http://www.medleylab.com/csr/csr.html', 'Latest scholarship link': 'http://www.medleylab.com/csr/pdf/CSR_Policy%20_Medley.pdf'}","Medley Pharmaceuticals Limited
Medley House, D‐2, MIDC Area, 16th Road, Andheri (E), Mumbai‐ 400093
Email: mail.medleylab.com"
Victoria Doctoral Scholarships 2020,PhD applicants,New Zealand,Always Open,"NZD 23,500 per annum and tuition fees","Victoria University of Wellington, New Zealand invites applications for Victoria Doctoral Scholarships 2020 from graduate students who wish to enrol in a full-time PhD programme at Victoria. The aim of this scholarship is to encourage and support doctoral study (PhD) at Victoria University of Wellington. The selected scholars will receive a stipend of NZD 23,500 per annum and domestic tuition fees for up to three years.",scholarships-office@vuw.ac.nz,+64 463 5557,https://www.victoria.ac.nz/,tuition_waiver,"{'click here': 'https://www.victoria.ac.nz/scholarships/current/victoria-doctoral-scholarships', 'Original website': 'https://www.victoria.ac.nz/', 'Apply online link': 'https://victoriascholarships.communityforce.com/Funds/FundDetails.aspx?3672424D4A4E50626133554659322F57375A523454725939336B35384F6E6E3535687142364E62467564416D6D4430436C59674664646C5869486A34514D3749', 'Latest scholarship link': 'https://www.victoria.ac.nz/scholarships/current/victoria-doctoral-scholarships'}","Victoria University of Wellington
PO Box 600
Wellington 6140
New Zealand
Email: scholarships-office@vuw.ac.nz, pg-research@vuw.ac.nz
Phone: +64 463 5557"
